2009-11-20 09:31:39 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [CORE/cake/libs/debugger.php, line 557]
2009-12-30 19:03:17 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:03:17 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:03:59 Notice: Notice (8): Undefined index:  User in [APP/views/layouts/default.ctp, line 56]
2009-12-30 19:04:00 Notice: Notice (8): Undefined index:  User in [APP/views/layouts/default.ctp, line 56]
2009-12-30 19:04:00 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:04:00 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:04:27 Notice: Notice (8): Undefined index:  User in [APP/views/layouts/default.ctp, line 56]
2009-12-30 19:04:27 Notice: Notice (8): Undefined index:  User in [APP/views/layouts/default.ctp, line 56]
2009-12-30 19:04:27 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:04:27 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:04:27 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:04:46 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:04:46 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:04:46 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:05:07 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:05:07 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:05:07 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:05:16 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:05:16 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:05:16 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:05:45 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:05:45 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:05:45 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:05:54 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:05:54 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:05:54 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:06:02 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:06:02 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:06:02 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:06:14 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:06:14 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:06:14 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:06:26 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:06:26 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:06:26 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:06:30 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:06:30 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:06:30 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:06:53 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:06:53 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:06:53 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:07:00 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:07:00 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:07:00 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:07:41 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:07:41 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:07:41 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:12:24 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:12:24 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:12:24 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:13:30 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:13:30 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:13:30 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:13:32 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:13:32 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:13:32 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:13:32 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:13:33 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:13:33 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:13:33 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:13:33 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:13:34 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:13:34 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:13:34 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:13:35 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:13:35 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:13:35 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:13:42 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:13:42 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:13:42 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:14:19 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:14:19 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:14:19 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:14:34 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:14:34 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:14:34 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:14:34 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:14:35 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:14:35 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:14:35 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:14:38 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:14:39 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:14:39 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:14:39 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:14:39 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:14:39 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:14:39 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:14:40 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:14:40 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:14:40 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:14:40 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:14:41 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:14:41 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:14:41 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:14:41 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:15:42 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:15:42 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:15:43 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:15:43 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:15:44 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:15:44 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:15:46 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:15:46 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:16:02 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:16:02 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:16:03 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:16:03 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:16:25 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:16:25 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:16:31 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:16:31 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:16:32 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:16:32 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:16:34 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:16:34 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:16:35 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:16:35 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:16:36 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:16:36 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:16:36 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:16:36 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:16:38 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:16:38 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:16:42 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:16:42 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:16:42 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:16:42 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:16:45 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:16:45 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:17:20 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:17:20 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:17:24 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:17:24 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:17:27 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:17:27 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:17:29 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:17:29 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:17:30 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:17:30 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:17:33 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:17:33 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:17:33 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:17:33 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:17:36 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:17:36 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:17:39 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:17:39 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:17:39 Notice: Notice (8): Undefined variable: category in [APP/views/elements/menu.ctp, line 9]
2009-12-30 19:17:42 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:17:42 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:17:44 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:17:44 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:17:46 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:17:46 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-30 19:17:48 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-30 19:17:48 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
